Subject Id,Visit,LabRecordID,Study Identifier,Domain Abbreviation,Project Unique Identifier,Cohort,Subject Identification,Pool Identifier,Group Identifier,Specimen Identifier,Sponsor-Defined Identifier,Lab Test or Examination Short Name,Lab Test or Examination Name,Category for Lab Test,Subcategory for Lab Test,Result or Findings as Collected,Unit of the Original Result,Reference Range Lower Limit-Orig Unit,Reference Range Upper Limit-Orig Unit,Standardized Result in Character Format,Standardized Result in Numeric Format,Unit of the Standardized Result,Reference Range Lower Limit-Std Unit,Reference Range Upper Limit-Std Unit,Reference Range for Char Rslt-Std Unit,Reference Range Indicator,Completion Status,Reason Not Done,Laboratory Name,Specimen Material Type,Anatomical Region of Specimen,Specimen Condition,Specimen Usability for the Test,Specimen Collection Location,Specimen Laterality within Subject,Specimen Directionality within Subject,Portion or Totality,Method of Test or Examination,Baseline Flag,Fasting Status,Derived Flag,Toxicity,Standard Toxicity Grade,Exclusion Flag,Reason for Exclusion,Unscheduled Flag,Planned Study Day of Collection,Date/Time of Specimen Collection,End Date/Time of Specimen Collection,Study Day of Specimen Collection,Study Day of End of Specimen Collection,Nominal Study Day for Tabulations,Label for Nominal Study Day,Planned Time Point Name,Planned Time Point Number,Planned Elapsed Time from Time Point Ref,Time Point Reference,Date/Time of Reference Time Point
N150b057,LB,N150b057_100_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-10,2012-05-10,100,100,1,Week 11,,,,,
N150b057,LB,N150b057_100_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-10,2012-05-10,100,100,1,Week 11,,,,,
N150b057,LB,N150b057_104_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-14,2012-05-14,104,104,1,Week 12,,,,,
N150b057,LB,N150b057_104_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-14,2012-05-14,104,104,1,Week 12,,,,,
N150b057,LB,N150b057_108_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-18,2012-05-18,108,108,1,Week 12,,,,,
N150b057,LB,N150b057_108_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-18,2012-05-18,108,108,1,Week 12,,,,,
N150b057,LB,N150b057_111_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-21,2012-05-21,111,111,1,Week 13,,,,,
N150b057,LB,N150b057_111_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-21,2012-05-21,111,111,1,Week 13,,,,,
N150b057,LB,N150b057_114_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-24,2012-05-24,114,114,1,Week 13,,,,,
N150b057,LB,N150b057_114_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-24,2012-05-24,114,114,1,Week 13,,,,,
N150b057,LB,N150b057_120_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-30,2012-05-30,120,120,1,Week 14,,,,,
N150b057,LB,N150b057_120_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-30,2012-05-30,120,120,1,Week 14,,,,,
N150b057,LB,N150b057_125_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-04,2012-06-04,125,125,1,Week 15,,,,,
N150b057,LB,N150b057_125_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-04,2012-06-04,125,125,1,Week 15,,,,,
N150b057,LB,N150b057_128_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-07,2012-06-07,128,128,1,Week 15,,,,,
N150b057,LB,N150b057_128_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-07,2012-06-07,128,128,1,Week 15,,,,,
N150b057,LB,N150b057_132_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-11,2012-06-11,132,132,1,Week 16,,,,,
N150b057,LB,N150b057_132_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-11,2012-06-11,132,132,1,Week 16,,,,,
N150b057,LB,N150b057_135_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-14,2012-06-14,135,135,1,Week 16,,,,,
N150b057,LB,N150b057_135_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-14,2012-06-14,135,135,1,Week 16,,,,,
N150b057,LB,N150b057_139_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-18,2012-06-18,139,139,1,Week 17,,,,,
N150b057,LB,N150b057_139_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-18,2012-06-18,139,139,1,Week 17,,,,,
N150b057,LB,N150b057_142_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-21,2012-06-21,142,142,1,Week 17,,,,,
N150b057,LB,N150b057_142_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-21,2012-06-21,142,142,1,Week 17,,,,,
N150b057,LB,N150b057_146_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-25,2012-06-25,146,146,1,Week 18,,,,,
N150b057,LB,N150b057_146_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-25,2012-06-25,146,146,1,Week 18,,,,,
N150b057,LB,N150b057_149_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-28,2012-06-28,149,149,1,Week 18,,,,,
N150b057,LB,N150b057_149_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-28,2012-06-28,149,149,1,Week 18,,,,,
N150b057,LB,N150b057_153_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-07-02,2012-07-02,153,153,1,Week 19,,,,,
N150b057,LB,N150b057_153_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-07-02,2012-07-02,153,153,1,Week 19,,,,,
N150b057,LB,N150b057_156_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-07-05,2012-07-05,156,156,1,Week 19,,,,,
N150b057,LB,N150b057_156_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-07-05,2012-07-05,156,156,1,Week 19,,,,,
N150b057,LB,N150b057_163_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-07-12,2012-07-12,163,163,1,Week 20,,,,,
N150b057,LB,N150b057_163_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-07-12,2012-07-12,163,163,1,Week 20,,,,,
N150b057,LB,N150b057_170_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-07-19,2012-07-19,170,170,1,Week 21,,,,,
N150b057,LB,N150b057_170_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-07-19,2012-07-19,170,170,1,Week 21,,,,,
N150b057,LB,N150b057_177_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-07-26,2012-07-26,177,177,1,Week 22,,,,,
N150b057,LB,N150b057_177_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-07-26,2012-07-26,177,177,1,Week 22,,,,,
N150b057,LB,N150b057_184_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-08-02,2012-08-02,184,184,1,Week 23,,,,,
N150b057,LB,N150b057_184_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-08-02,2012-08-02,184,184,1,Week 23,,,,,
N150b057,LB,N150b057_191_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-08-09,2012-08-09,191,191,1,Week 24,,,,,
N150b057,LB,N150b057_191_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-08-09,2012-08-09,191,191,1,Week 24,,,,,
N150b057,LB,N150b057_198_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-08-16,2012-08-16,198,198,1,Week 25,,,,,
N150b057,LB,N150b057_198_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-08-16,2012-08-16,198,198,1,Week 25,,,,,
N150b057,LB,N150b057_205_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-08-23,2012-08-23,205,205,1,Week 26,,,,,
N150b057,LB,N150b057_205_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-08-23,2012-08-23,205,205,1,Week 26,,,,,
N150b057,LB,N150b057_212_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-08-30,2012-08-30,212,212,1,Week 27,,,,,
N150b057,LB,N150b057_212_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-08-30,2012-08-30,212,212,1,Week 27,,,,,
N150b057,LB,N150b057_217_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis A,Tumor Volume Measurement,,,,mm,,,,,mm,,,,,NOT DONE,FOUND DEAD,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-09-04,2012-09-04,217,217,1,Week 28,,,,,
N150b057,LB,N150b057_217_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,57,,,,,Axis B,Tumor Volume Measurement,,,,mm,,,,,mm,,,,,NOT DONE,FOUND DEAD,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-09-04,2012-09-04,217,217,1,Week 28,,,,,
N150b059,LB,N150b059_27_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,59,,,,,Axis A,Tumor Volume Measurement,,,8.0,mm,,,8.0,8.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),Y,,,,,,,,,2012-02-27,2012-02-27,27,27,1,Week 1,,,,,
N150b059,LB,N150b059_27_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,59,,,,,Axis B,Tumor Volume Measurement,,,7.5,mm,,,7.5,7.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),Y,,,,,,,,,2012-02-27,2012-02-27,27,27,1,Week 1,,,,,
N150b059,LB,N150b059_30_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,59,,,,,Axis A,Tumor Volume Measurement,,,11.0,mm,,,11.0,11.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-01,2012-03-01,30,30,1,Week 1,,,,,
N150b059,LB,N150b059_30_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,59,,,,,Axis B,Tumor Volume Measurement,,,8.5,mm,,,8.5,8.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-01,2012-03-01,30,30,1,Week 1,,,,,
N150b059,LB,N150b059_34_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,59,,,,,Axis A,Tumor Volume Measurement,,,14.0,mm,,,14.0,14.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-05,2012-03-05,34,34,1,Week 2,,,,,
N150b059,LB,N150b059_34_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,59,,,,,Axis B,Tumor Volume Measurement,,,11.0,mm,,,11.0,11.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-05,2012-03-05,34,34,1,Week 2,,,,,
N150b059,LB,N150b059_37_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,59,,,,,Axis A,Tumor Volume Measurement,,,17.0,mm,,,17.0,17.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-08,2012-03-08,37,37,1,Week 2,,,,,
N150b059,LB,N150b059_37_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,59,,,,,Axis B,Tumor Volume Measurement,,,11.5,mm,,,11.5,11.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-08,2012-03-08,37,37,1,Week 2,,,,,
N150b059,LB,N150b059_41_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,59,,,,,Axis A,Tumor Volume Measurement,,,17.0,mm,,,17.0,17.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-12,2012-03-12,41,41,1,Week 3,,,,,
N150b059,LB,N150b059_41_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,59,,,,,Axis B,Tumor Volume Measurement,,,12.0,mm,,,12.0,12.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-12,2012-03-12,41,41,1,Week 3,,,,,
N150b059,LB,N150b059_44_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,59,,,,,Axis A,Tumor Volume Measurement,,,15.0,mm,,,15.0,15.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-15,2012-03-15,44,44,1,Week 3,,,,,
N150b059,LB,N150b059_44_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,59,,,,,Axis B,Tumor Volume Measurement,,,10.0,mm,,,10.0,10.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-15,2012-03-15,44,44,1,Week 3,,,,,
N150b059,LB,N150b059_48_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,59,,,,,Axis A,Tumor Volume Measurement,,,11.0,mm,,,11.0,11.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-19,2012-03-19,48,48,1,Week 4,,,,,
N150b059,LB,N150b059_48_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,59,,,,,Axis B,Tumor Volume Measurement,,,9.0,mm,,,9.0,9.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-19,2012-03-19,48,48,1,Week 4,,,,,
N150b059,LB,N150b059_51_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,59,,,,,Axis A,Tumor Volume Measurement,,,9.5,mm,,,9.5,9.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-22,2012-03-22,51,51,1,Week 4,,,,,
N150b059,LB,N150b059_51_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,59,,,,,Axis B,Tumor Volume Measurement,,,8.0,mm,,,8.0,8.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-22,2012-03-22,51,51,1,Week 4,,,,,
N150b059,LB,N150b059_55_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,59,,,,,Axis A,Tumor Volume Measurement,,,8.0,mm,,,8.0,8.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-26,2012-03-26,55,55,1,Week 5,,,,,
N150b059,LB,N150b059_55_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,59,,,,,Axis B,Tumor Volume Measurement,,,7.0,mm,,,7.0,7.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-26,2012-03-26,55,55,1,Week 5,,,,,
N150b059,LB,N150b059_58_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,59,,,,,Axis A,Tumor Volume Measurement,,,7.5,mm,,,7.5,7.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-29,2012-03-29,58,58,1,Week 5,,,,,
N150b059,LB,N150b059_58_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,59,,,,,Axis B,Tumor Volume Measurement,,,6.5,mm,,,6.5,6.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-29,2012-03-29,58,58,1,Week 5,,,,,
N150b059,LB,N150b059_62_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,59,,,,,Axis A,Tumor Volume Measurement,,,6.5,mm,,,6.5,6.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-02,2012-04-02,62,62,1,Week 6,,,,,
N150b059,LB,N150b059_62_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,59,,,,,Axis B,Tumor Volume Measurement,,,5.0,mm,,,5.0,5.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-02,2012-04-02,62,62,1,Week 6,,,,,
N150b059,LB,N150b059_65_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,59,,,,,Axis A,Tumor Volume Measurement,,,5.5,mm,,,5.5,5.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-05,2012-04-05,65,65,1,Week 6,,,,,
N150b059,LB,N150b059_65_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,59,,,,,Axis B,Tumor Volume Measurement,,,5.0,mm,,,5.0,5.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-05,2012-04-05,65,65,1,Week 6,,,,,
