Subject Id,Visit,ProcedureID,Study Identifier,Domain Abbreviation,Project Unique Identifier,Cohort,Subject Identification,Pool Identifier,Focus of Study-Specific Interest,Group ID,Sponsor-Defined Identifier,Link ID,Link Group ID,Reported Name of Procedure,Standardized Procedure Name,Category,Subcategory,Pre-specified,Occurrence,Indication,Dose,Dose Description,Dose Units,Dose Form,Dosing Frequency per Interval,Intended Dose Regimen,Route of Administration,Location of Procedure,Laterality,Directionality,Portion or Totality,Visit Number,Planned Study Day of Visit,Planned Order of Element within Arm,Epoch,Start Date/Time of Procedure,End Date/Time of Procedure,Study Day of Start of Procedure,Study Day of End of Procedure,Duration of Procedure,Planned Time Point Name,Planned Time Point Number,Planned Elapsed Time from Time Point Ref,Time Point Reference,Date/Time of Reference Time Point,Start Relative to Reference Time Point,Start Reference Time Point,End Relative to Reference Time Point,End Reference Time Point
N150a012,PR,N150a012_28,"Xeno Nimo Hypox,FaDu",PR,N150,a,12,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-01-03,2012-01-03,28.0,28.0,1,,,,,,,,,
N150a012,PR,N150a012_29,"Xeno Nimo Hypox,FaDu",PR,N150,a,12,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-01-04,2012-01-04,29.0,29.0,1,,,,,,,,,
N150a012,PR,N150a012_30,"Xeno Nimo Hypox,FaDu",PR,N150,a,12,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-01-05,2012-01-05,30.0,30.0,1,,,,,,,,,
N150a012,PR,N150a012_31,"Xeno Nimo Hypox,FaDu",PR,N150,a,12,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-01-06,2012-01-06,31.0,31.0,1,,,,,,,,,
N150a012,PR,N150a012_34,"Xeno Nimo Hypox,FaDu",PR,N150,a,12,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-01-09,2012-01-09,34.0,34.0,1,,,,,,,,,
N150a012,PR,N150a012_35,"Xeno Nimo Hypox,FaDu",PR,N150,a,12,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-01-10,2012-01-10,35.0,35.0,1,,,,,,,,,
N150a012,PR,N150a012_36,"Xeno Nimo Hypox,FaDu",PR,N150,a,12,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-01-11,2012-01-11,36.0,36.0,1,,,,,,,,,
N150a012,PR,N150a012_37,"Xeno Nimo Hypox,FaDu",PR,N150,a,12,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-01-12,2012-01-12,37.0,37.0,1,,,,,,,,,
N150a012,PR,N150a012_38,"Xeno Nimo Hypox,FaDu",PR,N150,a,12,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-01-13,2012-01-13,38.0,38.0,1,,,,,,,,,
N150a012,PR,N150a012_41,"Xeno Nimo Hypox,FaDu",PR,N150,a,12,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-01-16,2012-01-16,41.0,41.0,1,,,,,,,,,
N150a012,PR,N150a012_42,"Xeno Nimo Hypox,FaDu",PR,N150,a,12,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-01-17,2012-01-17,42.0,42.0,1,,,,,,,,,
N150a012,PR,N150a012_43,"Xeno Nimo Hypox,FaDu",PR,N150,a,12,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-01-18,2012-01-18,43.0,43.0,1,,,,,,,,,
N150a012,PR,N150a012_44,"Xeno Nimo Hypox,FaDu",PR,N150,a,12,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-01-19,2012-01-19,44.0,44.0,1,,,,,,,,,
N150a012,PR,N150a012_45,"Xeno Nimo Hypox,FaDu",PR,N150,a,12,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-01-20,2012-01-20,45.0,45.0,1,,,,,,,,,
N150a012,PR,N150a012_48,"Xeno Nimo Hypox,FaDu",PR,N150,a,12,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-01-23,2012-01-23,48.0,48.0,1,,,,,,,,,
N150a012,PR,N150a012_49,"Xeno Nimo Hypox,FaDu",PR,N150,a,12,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-01-24,2012-01-24,49.0,49.0,1,,,,,,,,,
N150a012,PR,N150a012_50,"Xeno Nimo Hypox,FaDu",PR,N150,a,12,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-01-25,2012-01-25,50.0,50.0,1,,,,,,,,,
N150a012,PR,N150a012_51,"Xeno Nimo Hypox,FaDu",PR,N150,a,12,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-01-26,2012-01-26,51.0,51.0,1,,,,,,,,,
N150a012,PR,N150a012_52,"Xeno Nimo Hypox,FaDu",PR,N150,a,12,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-01-27,2012-01-27,52.0,52.0,1,,,,,,,,,
N150a012,PR,N150a012_55,"Xeno Nimo Hypox,FaDu",PR,N150,a,12,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-01-30,2012-01-30,55.0,55.0,1,,,,,,,,,
N150a012,PR,N150a012_56,"Xeno Nimo Hypox,FaDu",PR,N150,a,12,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-01-31,2012-01-31,56.0,56.0,1,,,,,,,,,
N150a012,PR,N150a012_57,"Xeno Nimo Hypox,FaDu",PR,N150,a,12,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-02-01,2012-02-01,57.0,57.0,1,,,,,,,,,
N150b057,PR,N150b057_-4,"Xeno Nimo Hypox,FaDu",PR,N150,b,57,,,,,,,"XRAY,PHOTON",TOTAL BODY IRRADIATION,"TBI, Whole Body Irradiation",,Y,Y,,4.0,,Gy,,ONCE,,,BODY,BILATERAL,,ENTIRE,,,,,2012-01-27,2012-01-27,-4.0,-4.0,1,,,,,,,,,
N150b057,PR,N150b057_27,"Xeno Nimo Hypox,FaDu",PR,N150,b,57,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-02-27,2012-02-27,27.0,27.0,1,,,,,,,,,
N150b057,PR,N150b057_28,"Xeno Nimo Hypox,FaDu",PR,N150,b,57,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-02-28,2012-02-28,28.0,28.0,1,,,,,,,,,
N150b057,PR,N150b057_29,"Xeno Nimo Hypox,FaDu",PR,N150,b,57,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-02-29,2012-02-29,29.0,29.0,1,,,,,,,,,
N150b057,PR,N150b057_30,"Xeno Nimo Hypox,FaDu",PR,N150,b,57,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-01,2012-03-01,30.0,30.0,1,,,,,,,,,
N150b057,PR,N150b057_31,"Xeno Nimo Hypox,FaDu",PR,N150,b,57,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-02,2012-03-02,31.0,31.0,1,,,,,,,,,
N150b057,PR,N150b057_34,"Xeno Nimo Hypox,FaDu",PR,N150,b,57,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-05,2012-03-05,34.0,34.0,1,,,,,,,,,
N150b057,PR,N150b057_35,"Xeno Nimo Hypox,FaDu",PR,N150,b,57,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-06,2012-03-06,35.0,35.0,1,,,,,,,,,
N150b057,PR,N150b057_36,"Xeno Nimo Hypox,FaDu",PR,N150,b,57,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-07,2012-03-07,36.0,36.0,1,,,,,,,,,
N150b057,PR,N150b057_37,"Xeno Nimo Hypox,FaDu",PR,N150,b,57,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-08,2012-03-08,37.0,37.0,1,,,,,,,,,
N150b057,PR,N150b057_38,"Xeno Nimo Hypox,FaDu",PR,N150,b,57,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-09,2012-03-09,38.0,38.0,1,,,,,,,,,
N150b057,PR,N150b057_41,"Xeno Nimo Hypox,FaDu",PR,N150,b,57,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-12,2012-03-12,41.0,41.0,1,,,,,,,,,
N150b057,PR,N150b057_42,"Xeno Nimo Hypox,FaDu",PR,N150,b,57,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-13,2012-03-13,42.0,42.0,1,,,,,,,,,
N150b057,PR,N150b057_43,"Xeno Nimo Hypox,FaDu",PR,N150,b,57,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-14,2012-03-14,43.0,43.0,1,,,,,,,,,
N150b057,PR,N150b057_44,"Xeno Nimo Hypox,FaDu",PR,N150,b,57,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-15,2012-03-15,44.0,44.0,1,,,,,,,,,
N150b057,PR,N150b057_45,"Xeno Nimo Hypox,FaDu",PR,N150,b,57,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-16,2012-03-16,45.0,45.0,1,,,,,,,,,
N150b057,PR,N150b057_48,"Xeno Nimo Hypox,FaDu",PR,N150,b,57,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-19,2012-03-19,48.0,48.0,1,,,,,,,,,
N150b057,PR,N150b057_49,"Xeno Nimo Hypox,FaDu",PR,N150,b,57,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-20,2012-03-20,49.0,49.0,1,,,,,,,,,
N150b057,PR,N150b057_50,"Xeno Nimo Hypox,FaDu",PR,N150,b,57,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-21,2012-03-21,50.0,50.0,1,,,,,,,,,
N150b057,PR,N150b057_51,"Xeno Nimo Hypox,FaDu",PR,N150,b,57,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-22,2012-03-22,51.0,51.0,1,,,,,,,,,
N150b057,PR,N150b057_52,"Xeno Nimo Hypox,FaDu",PR,N150,b,57,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-23,2012-03-23,52.0,52.0,1,,,,,,,,,
N150b057,PR,N150b057_55,"Xeno Nimo Hypox,FaDu",PR,N150,b,57,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-26,2012-03-26,55.0,55.0,1,,,,,,,,,
N150b057,PR,N150b057_56,"Xeno Nimo Hypox,FaDu",PR,N150,b,57,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-27,2012-03-27,56.0,56.0,1,,,,,,,,,
N150b057,PR,N150b057_57,"Xeno Nimo Hypox,FaDu",PR,N150,b,57,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-28,2012-03-28,57.0,57.0,1,,,,,,,,,
N150b057,PR,N150b057_58,"Xeno Nimo Hypox,FaDu",PR,N150,b,57,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-29,2012-03-29,58.0,58.0,1,,,,,,,,,
N150b057,PR,N150b057_59,"Xeno Nimo Hypox,FaDu",PR,N150,b,57,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-30,2012-03-30,59.0,59.0,1,,,,,,,,,
N150b057,PR,N150b057_62,"Xeno Nimo Hypox,FaDu",PR,N150,b,57,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-04-02,2012-04-02,62.0,62.0,1,,,,,,,,,
N150b057,PR,N150b057_63,"Xeno Nimo Hypox,FaDu",PR,N150,b,57,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-04-03,2012-04-03,63.0,63.0,1,,,,,,,,,
N150b057,PR,N150b057_64,"Xeno Nimo Hypox,FaDu",PR,N150,b,57,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-04-04,2012-04-04,64.0,64.0,1,,,,,,,,,
N150b057,PR,N150b057_65,"Xeno Nimo Hypox,FaDu",PR,N150,b,57,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-04-05,2012-04-05,65.0,65.0,1,,,,,,,,,
N150b057,PR,N150b057_66,"Xeno Nimo Hypox,FaDu",PR,N150,b,57,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-04-06,2012-04-06,66.0,66.0,1,,,,,,,,,
N150b059,PR,N150b059_-4,"Xeno Nimo Hypox,FaDu",PR,N150,b,59,,,,,,,"XRAY,PHOTON",TOTAL BODY IRRADIATION,"TBI, Whole Body Irradiation",,Y,Y,,4.0,,Gy,,ONCE,,,BODY,BILATERAL,,ENTIRE,,,,,2012-01-27,2012-01-27,-4.0,-4.0,1,,,,,,,,,
N150b059,PR,N150b059_27,"Xeno Nimo Hypox,FaDu",PR,N150,b,59,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-02-27,2012-02-27,27.0,27.0,1,,,,,,,,,
N150b059,PR,N150b059_28,"Xeno Nimo Hypox,FaDu",PR,N150,b,59,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-02-28,2012-02-28,28.0,28.0,1,,,,,,,,,
N150b059,PR,N150b059_29,"Xeno Nimo Hypox,FaDu",PR,N150,b,59,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-02-29,2012-02-29,29.0,29.0,1,,,,,,,,,
N150b059,PR,N150b059_30,"Xeno Nimo Hypox,FaDu",PR,N150,b,59,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-01,2012-03-01,30.0,30.0,1,,,,,,,,,
N150b059,PR,N150b059_31,"Xeno Nimo Hypox,FaDu",PR,N150,b,59,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-02,2012-03-02,31.0,31.0,1,,,,,,,,,
N150b059,PR,N150b059_34,"Xeno Nimo Hypox,FaDu",PR,N150,b,59,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-05,2012-03-05,34.0,34.0,1,,,,,,,,,
N150b059,PR,N150b059_35,"Xeno Nimo Hypox,FaDu",PR,N150,b,59,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-06,2012-03-06,35.0,35.0,1,,,,,,,,,
N150b059,PR,N150b059_36,"Xeno Nimo Hypox,FaDu",PR,N150,b,59,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-07,2012-03-07,36.0,36.0,1,,,,,,,,,
N150b059,PR,N150b059_37,"Xeno Nimo Hypox,FaDu",PR,N150,b,59,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-08,2012-03-08,37.0,37.0,1,,,,,,,,,
N150b059,PR,N150b059_38,"Xeno Nimo Hypox,FaDu",PR,N150,b,59,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-09,2012-03-09,38.0,38.0,1,,,,,,,,,
N150b059,PR,N150b059_41,"Xeno Nimo Hypox,FaDu",PR,N150,b,59,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-12,2012-03-12,41.0,41.0,1,,,,,,,,,
N150b059,PR,N150b059_42,"Xeno Nimo Hypox,FaDu",PR,N150,b,59,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-13,2012-03-13,42.0,42.0,1,,,,,,,,,
N150b059,PR,N150b059_43,"Xeno Nimo Hypox,FaDu",PR,N150,b,59,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-14,2012-03-14,43.0,43.0,1,,,,,,,,,
N150b059,PR,N150b059_44,"Xeno Nimo Hypox,FaDu",PR,N150,b,59,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-15,2012-03-15,44.0,44.0,1,,,,,,,,,
N150b059,PR,N150b059_45,"Xeno Nimo Hypox,FaDu",PR,N150,b,59,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-16,2012-03-16,45.0,45.0,1,,,,,,,,,
N150b059,PR,N150b059_48,"Xeno Nimo Hypox,FaDu",PR,N150,b,59,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-19,2012-03-19,48.0,48.0,1,,,,,,,,,
N150b059,PR,N150b059_49,"Xeno Nimo Hypox,FaDu",PR,N150,b,59,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-20,2012-03-20,49.0,49.0,1,,,,,,,,,
N150b059,PR,N150b059_50,"Xeno Nimo Hypox,FaDu",PR,N150,b,59,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-21,2012-03-21,50.0,50.0,1,,,,,,,,,
N150b059,PR,N150b059_51,"Xeno Nimo Hypox,FaDu",PR,N150,b,59,,,,,,,"XRAY,PHOTON",PHOTON BEAM RADIATION THERAPY,RADIATION THERAPY,,Y,Y,,1.8,,Gy,,5 TIMES PER WEEK,,,LEG,RIGHT,HIND,ENTIRE,,,,,2012-03-22,2012-03-22,51.0,51.0,1,,,,,,,,,
